institution_id,country,country_code,name_canonical,name_display,institution_name_norm,legacy_ids,aliases
981,Germany,DE,Rouh Berlin,Rouh Berlin,rouh berlin,"[""248""]",[]
982,USA,US,Rowan University,Rowan University,rowan university,"[""723""]",[]
983,Ireland,IE,Royal College of Surgeons ISOC,Royal College of Surgeons ISOC,royal college of surgeons isoc,"[""283""]",[]
984,UK,GB,Royal Holloway,Royal Holloway,royal holloway,"[""1686""]",[]
985,UK,GB,Royal Veterinary College,Royal Veterinary College,royal veterinary college,"[""1210""]",[]
986,Canada,CA,Rozana handmade resin art,Rozana handmade resin art,rozana handmade resin art,"[""1687""]",[]
987,UK,GB,Rugby Community,Rugby Community,rugby community,"[""1190""]",[]
988,USA,US,Rutgers Camden,Rutgers Camden,rutgers camden,"[""1688""]",[]
989,USA,US,Rutgers MSA,Rutgers MSA,rutgers msa,"[""1689""]",[]
990,USA,US,Rutgers New Brunswick MSA,Rutgers New Brunswick MSA,rutgers new brunswick msa,"[""701""]",[]
991,USA,US,Rutgers New Jersey Medical School MSA,Rutgers New Jersey Medical School MSA,rutgers new jersey medical school msa,"[""733""]",[]
992,USA,US,Rutgers University - Newark,Rutgers University - Newark,rutgers university newark,"[""1691""]",[]
993,USA,US,Rutgets University Camden MSA,Rutgets University Camden MSA,rutgets university camden msa,"[""804""]",[]
994,South Africa,ZA,Saeeda,Saeeda,saeeda,"[""452""]",[]
995,Germany,DE,SAF,SAF,saf,"[""1134""]",[]
996,Canada,CA,Safaa’skitchen,Safaa’skitchen,safaa skitchen,"[""143""]",[]
997,Canada,CA,Sahal Association,Sahal Association,sahal association,"[""1072""]",[]
998,USA,US,Saint Louis University,Saint Louis University,saint louis university,"[""957""]",[]
999,Canada,CA,Saint Mary’s University Bangladeshi students’ society,Saint Mary’s University Bangladeshi students’ society,saint mary s university bangladeshi students society,"[""162""]",[]
1000,Canada,CA,Saint Mary's University Palestinian Society,Saint Mary's University Palestinian Society,saint mary s university palestinian society,"[""146""]",[]
1001,USA,US,Saint Peter’s University,Saint Peter’s University,saint peter s university,"[""778""]",[]
1002,Germany,DE,Sakina,Sakina,sakina,"[""1135""]",[]
1003,USA,US,Salaam Corner,Salaam Corner,salaam corner,"[""973""]",[]
1004,Canada,CA,Salam Masjid - Central Canada Islamic Foundation,Salam Masjid - Central Canada Islamic Foundation,salam masjid central canada islamic foundation,"[""127""]",[]
1005,Germany,DE,Salam Professionals,Salam Professionals,salam professionals,"[""1136""]",[]
1006,UK,GB,Sale grammar school ISOC,Sale grammar school ISOC,sale grammar school isoc,"[""586""]",[]
1007,UK,GB,Sale Islamic Society,Sale Islamic Society,sale islamic society,"[""1694""]",[]
1008,South Africa,ZA,sales rep,sales rep,sales rep,"[""445""]",[]
1009,UK,GB,Sandwell 313th Scouts,Sandwell 313th Scouts,sandwell 313th scouts,"[""1695""]",[]
1010,Germany,DE,Schwesterntreff der Othman Ibn Affan Moschee,Schwesterntreff der Othman Ibn Affan Moschee,schwesterntreff der othman ibn affan moschee,"[""1325""]",[]
1011,Canada,CA,Seaquam M.S.A,Seaquam M.S.A,seaquam m s a,"[""15""]",[]
1012,Canada,CA,Seaquam Secondary MSA,Seaquam Secondary MSA,seaquam secondary msa,"[""1696""]",[]
1013,Malaysia,MY,Sekolah Kebangsaan LKTP Bukit Batu,Sekolah Kebangsaan LKTP Bukit Batu,sekolah kebangsaan lktp bukit batu,"[""333""]",[]
1014,Canada,CA,Seneca MSA,Seneca MSA,seneca msa,"[""46""]",[]
1015,USA,US,Seton Hall MSA,Seton Hall MSA,seton hall msa,"[""1235""]",[]
1016,USA,US,Seton Hill University's Muslim Student Association (MSA),Seton Hill University's Muslim Student Association (MSA),seton hill university s muslim student association msa,"[""961""]",[]
1017,UK,GB,Seven kings ISOC,Seven kings ISOC,seven kings isoc,"[""610""]",[]
1018,UK,GB,Seventures Scout Group & 21st Holborn,Seventures Scout Group & 21st Holborn,seventures scout group 21st holborn,"[""1698""]",[]
1019,Canada,CA,SFU MSA,SFU MSA,sfu msa,"[""1699""]",[]
1020,South Africa,ZA,Sha Fabrics,Sha Fabrics,sha fabrics,"[""421""]",[]
1021,Canada,CA,Shawarmapalace,Shawarmapalace,shawarmapalace,"[""174""]",[]
1022,UK,GB,Sheffield,Sheffield,sheffield,"[""1700""]",[]
1023,UK,GB,Sheffield Hallam University,Sheffield Hallam University,sheffield hallam university,"[""1326""]",[]
1024,South Africa,ZA,Shoe Buzz,Shoe Buzz,shoe buzz,"[""453""]",[]
1025,USA,US,Siena College,Siena College,siena college,"[""738""]",[]
1026,Germany,DE,Silentduty,Silentduty,silentduty,"[""271""]",[]
1027,USA,US,Simmons University,Simmons University,simmons university,"[""1250""]",[]
1028,Canada,CA,Simon Fraser University Muslim Student Association,Simon Fraser University Muslim Student Association,simon fraser university muslim student association,"[""1085""]",[]
1029,Canada,CA,Sir Winston Churchill High School MYC,Sir Winston Churchill High School MYC,sir winston churchill high school myc,"[""1701""]",[]
1030,Canada,CA,SISTERS CORNER COLLECTIVE,SISTERS CORNER COLLECTIVE,sisters corner collective,"[""171""]",[]
1031,Germany,DE,Sisters4Charity,Sisters4Charity,sisters4charity,"[""1137""]",[]
1032,USA,US,Smith College,Smith College,smith college,"[""1241""]",[]
1033,USA,US,SMU MSA,SMU MSA,smu msa,"[""714""]",[]
1034,USA,US,Snow College MSA,Snow College MSA,snow college msa,"[""940""]",[]
1035,UK,GB,SOAS (School of Oriental and African Studies),SOAS (School of Oriental and African Studies),soas school of oriental and african studies,"[""525""]",[]
1036,UK,GB,SOAS University of London,SOAS University of London,soas university of london,"[""1703""]",[]
1037,USA,US,Soflo Fajr Club,Soflo Fajr Club,soflo fajr club,"[""1063""]",[]
1038,UK,GB,Solent Southampton,Solent Southampton,solent southampton,"[""1704""]",[]
1039,UK,GB,Solent University,Solent University,solent university,"[""485""]",[]
1040,Canada,CA,South Asian Association at Trent,South Asian Association at Trent,south asian association at trent,"[""1705""]",[]
1041,UK,GB,South Devon Islamic Organisation,South Devon Islamic Organisation,south devon islamic organisation,"[""524""]",[]
1042,Ireland,IE,South Dublin Maktab,South Dublin Maktab,south dublin maktab,"[""308""]",[]
1043,Ireland,IE,South East Technological University MSAW,South East Technological University MSAW,south east technological university msaw,"[""298""]",[]
1044,Canada,CA,Southern Alberta Institute of Tcehnology,Southern Alberta Institute of Tcehnology,southern alberta institute of tcehnology,"[""157""]",[]
1045,USA,US,Southern Connecticut State University Muslim Student Association,Southern Connecticut State University Muslim Student Association,southern connecticut state university muslim student association,"[""1706""]",[]
1046,USA,US,Sparta High School,Sparta High School,sparta high school,"[""1327""]",[]
1047,USA,US,Springfield College,Springfield College,springfield college,"[""779""]",[]
1048,South Africa,ZA,SPUR BELA BELA,SPUR BELA BELA,spur bela bela,"[""424""]",[]
1049,South Africa,ZA,SPUR ELDO SQUARE,SPUR ELDO SQUARE,spur eldo square,"[""423""]",[]
1050,USA,US,St Bonaventure University,St Bonaventure University,st bonaventure university,"[""827""]",[]
1051,Canada,CA,St-Laurent school,St-Laurent school,st laurent school,"[""56""]",[]
1052,USA,US,St. Bonaventure University,St. Bonaventure University,st bonaventure university,"[""826""]",[]
1053,USA,US,St. Francis College MSA,St. Francis College MSA,st francis college msa,"[""648""]",[]
1054,USA,US,St. George’s university,St. George’s university,st george s university,"[""1027""]",[]
1055,UK,GB,St. George’s University of London,St. George’s University of London,st george s university of london,"[""553""]",[]
1056,Grenada,GD,"St. George's University, School of Medicine","St. George's University, School of Medicine",st george s university school of medicine,"[""1709""]",[]
1057,USA,US,st. john fisher university,st. john fisher university,st john fisher university,"[""784""]",[]
1058,USA,US,St. John's University Muslim Student Association,St. John's University Muslim Student Association,st john s university muslim student association,"[""1710""]",[]
1059,Canada,CA,St. Marcellinus Secondary School,St. Marcellinus Secondary School,st marcellinus secondary school,"[""121""]",[]
1060,UK,GB,Staffordshire University,Staffordshire University,staffordshire university,"[""626""]",[]
1061,UK,GB,Staffs Islamic Society,Staffs Islamic Society,staffs islamic society,"[""1711""]",[]
1062,USA,US,Stanford University,Stanford University,stanford university,"[""1712""]",[]
1063,South Africa,ZA,stclair_beads,stclair_beads,stclair beads,"[""439""]",[]
1064,South Africa,ZA,Stellenbosch University MSA,Stellenbosch University MSA,stellenbosch university msa,"[""416""]",[]
1065,UK,GB,Stepney All Saints School,Stepney All Saints School,stepney all saints school,"[""578""]",[]
1066,USA,US,Stone Bridge High School,Stone Bridge High School,stone bridge high school,"[""1713""]",[]
1067,USA,US,Stone Bridge MSA,Stone Bridge MSA,stone bridge msa,"[""921""]",[]
1068,USA,US,Stony Brook University,Stony Brook University,stony brook university,"[""1714""]",[]
1069,UK,GB,Strathclyde Muslim Association (SUMSA),Strathclyde Muslim Association (SUMSA),strathclyde muslim association sumsa,"[""1715""]",[]
1070,Canada,CA,Students for Justice in Palestine,Students for Justice in Palestine,students for justice in palestine,"[""1111""]",[]
1071,Germany,DE,Students for Palestine Hannover,Students for Palestine Hannover,students for palestine hannover,"[""273""]",[]
1072,USA,US,Stuyvesant High School Muslim Student Association,Stuyvesant High School Muslim Student Association,stuyvesant high school muslim student association,"[""1716""]",[]
1073,UK,GB,SU Islamic Society,SU Islamic Society,su islamic society,"[""1329""]",[]
1074,USA,US,Sudanese Youth Network,Sudanese Youth Network,sudanese youth network,"[""868""]",[]
1075,USA,US,Suffolk University,Suffolk University,suffolk university,"[""1268""]",[]
1076,South Africa,ZA,Sugar Membrane,Sugar Membrane,sugar membrane,"[""444""]",[]
1077,UK,GB,Sunderland Islamic Society,Sunderland Islamic Society,sunderland islamic society,"[""1717""]",[]
1078,South Africa,ZA,Sunni African Ulama Council,Sunni African Ulama Council,sunni african ulama council,"[""1718""]",[]
1079,USA,US,SUNY Downstate,SUNY Downstate,suny downstate,"[""699""]",[]
1080,USA,US,SUNY Downstate Health Sciences University,SUNY Downstate Health Sciences University,suny downstate health sciences university,"[""1719""]",[]
1081,USA,US,SUNY Geneseo,SUNY Geneseo,suny geneseo,"[""823""]",[]
1082,USA,US,SUNY New Paltz,SUNY New Paltz,suny new paltz,"[""676""]",[]
1083,USA,US,SUNY Old Westbury MSA,SUNY Old Westbury MSA,suny old westbury msa,"[""691""]",[]
1084,Germany,DE,Supermuslim - Germany,Supermuslim - Germany,supermuslim germany,"[""216""]",[]
1085,Qatar,QA,Supermuslim - Qatar,Supermuslim - Qatar,supermuslim qatar,"[""356""]",[]
1086,UK,GB,Surrey,Surrey,surrey,"[""1720""]",[]
1087,Malaysia,MY,SUZA,SUZA,suza,"[""314""]",[]
1088,UK,GB,Swansea Mosque,Swansea Mosque,swansea mosque,"[""1206""]",[]
1089,UK,GB,Sweet Jeelees,Sweet Jeelees,sweet jeelees,"[""631""]",[]
1090,USA,US,Sweet Like Sim,Sweet Like Sim,sweet like sim,"[""969""]",[]
1091,UK,GB,Sweet Perfections,Sweet Perfections,sweet perfections,"[""612""]",[]
1092,South Africa,ZA,Swellies Candy,Swellies Candy,swellies candy,"[""441""]",[]
1093,USA,US,Syracuse University MSA,Syracuse University MSA,syracuse university msa,"[""1223""]",[]
1094,Canada,CA,Syrian Diary in Halifax,Syrian Diary in Halifax,syrian diary in halifax,"[""44""]",[]
1095,Canada,CA,Syrian Students’ Association,Syrian Students’ Association,syrian students association,"[""136""]",[]
1096,South Africa,ZA,T’s for Truth,T’s for Truth,t s for truth,"[""414""]",[]
1097,USA,US,TAMU MSA,TAMU MSA,tamu msa,"[""702""]",[]
1098,USA,US,Taraweeh Chat,Taraweeh Chat,taraweeh chat,"[""1218""]",[]
1099,UK,GB,Tarbiyah Twins,Tarbiyah Twins,tarbiyah twins,"[""560""]",[]
1100,South Africa,ZA,tasneembamathcakeface,tasneembamathcakeface,tasneembamathcakeface,"[""392""]",[]
1101,Canada,CA,Tayada Collection,Tayada Collection,tayada collection,"[""132""]",[]
1102,USA,US,TCNJ MSA,TCNJ MSA,tcnj msa,"[""1266""]",[]
1103,USA,US,TCU MSA,TCU MSA,tcu msa,"[""1234""]",[]
1104,USA,US,Teachers College Muslim Students Association,Teachers College Muslim Students Association,teachers college muslim students association,"[""909""]",[]
1105,South Africa,ZA,Team Core Volunteer and Community Polokwane,Team Core Volunteer and Community Polokwane,team core volunteer and community polokwane,"[""389""]",[]
1106,USA,US,Teaneck High School Muslim Student Association,Teaneck High School Muslim Student Association,teaneck high school muslim student association,"[""1721""]",[]
1107,Ireland,IE,Technological University Dublin,Technological University Dublin,technological university dublin,"[""1722""]",[]
1108,Ireland,IE,Technological University Dublin (City Campus) Islamic Society,Technological University Dublin (City Campus) Islamic Society,technological university dublin city campus islamic society,"[""1723""]",[]
1109,Ireland,IE,Technological University Dublin Blanchardstown ISOC,Technological University Dublin Blanchardstown ISOC,technological university dublin blanchardstown isoc,"[""289""]",[]
1110,Ireland,IE,Technological University Dublin City ISOC,Technological University Dublin City ISOC,technological university dublin city isoc,"[""297""]",[]
1111,Ireland,IE,Technological University Dublin Tallaght ISOC,Technological University Dublin Tallaght ISOC,technological university dublin tallaght isoc,"[""296""]",[]
1112,USA,US,Temple MSA,Temple MSA,temple msa,"[""1724""]",[]
1113,USA,US,Tennessee State University Muslim Student Association,Tennessee State University Muslim Student Association,tennessee state university muslim student association,"[""992""]",[]
1114,USA,US,Texas A&M University Muslim Students’ Association,Texas A&M University Muslim Students’ Association,texas a m university muslim students association,"[""1725""]",[]
1115,USA,US,Texas Muslim Bros,Texas Muslim Bros,texas muslim bros,"[""1727""]",[]
1116,USA,US,Texas Muslimahs,Texas Muslimahs,texas muslimahs,"[""1330""]",[]
1117,USA,US,Texas State University MSA,Texas State University MSA,texas state university msa,"[""1728""]",[]
1118,USA,US,Texas Tech MSA,Texas Tech MSA,texas tech msa,"[""664""]",[]
1119,Ireland,IE,The Ali Brothers,The Ali Brothers,the ali brothers,"[""303""]",[]
1120,USA,US,The Ally Foundation,The Ally Foundation,the ally foundation,"[""1331""]",[]
1121,Canada,CA,The Amal Club,The Amal Club,the amal club,"[""1332""]",[]
1122,UK,GB,The Ansaar Lancaster,The Ansaar Lancaster,the ansaar lancaster,"[""1729""]",[]
1123,South Africa,ZA,The Balloon Foundation,The Balloon Foundation,the balloon foundation,"[""403""]",[]
1124,UK,GB,The Beauchamp College ISOC,The Beauchamp College ISOC,the beauchamp college isoc,"[""1730""]",[]
1125,USA,US,The Bronx High School Of Science 10X445,The Bronx High School Of Science 10X445,the bronx high school of science 10x445,"[""805""]",[]
1126,Canada,CA,The Citizens Foundation,The Citizens Foundation,the citizens foundation,"[""110""]",[]
1127,USA,US,The G3nerations,The G3nerations,the g3nerations,"[""1012""]",[]
1128,USA,US,The Islamic Seminary of America,The Islamic Seminary of America,the islamic seminary of america,"[""1333""]",[]
1129,UK,GB,The Latymer School,The Latymer School,the latymer school,"[""550""]",[]
1130,UK,GB,The Manchester Grammar School,The Manchester Grammar School,the manchester grammar school,"[""1731""]",[]
1131,Canada,CA,The Muslim Students' Association at McGill University,The Muslim Students' Association at McGill University,the muslim students association at mcgill university,"[""14""]",[]
1132,Qatar,QA,The Next Generation (TNG) School - Wakra Primary & Secondary Campus,The Next Generation (TNG) School - Wakra Primary & Secondary Campus,the next generation tng school wakra primary secondary campus,"[""1732""]",[]
1133,Qatar,QA,The Next Generation Kindergarten and Primary School Ain Khalid,The Next Generation Kindergarten and Primary School Ain Khalid,the next generation kindergarten and primary school ain khalid,"[""373""]",[]
1134,Qatar,QA,The Next Generation Primary and Secondary School Al Wakra,The Next Generation Primary and Secondary School Al Wakra,the next generation primary and secondary school al wakra,"[""367""]",[]
1135,Qatar,QA,The Next Generation School - Al Daayen,The Next Generation School - Al Daayen,the next generation school al daayen,"[""1733""]",[]
1136,Qatar,QA,The Next Generation School - Nuaija Campus,The Next Generation School - Nuaija Campus,the next generation school nuaija campus,"[""1734""]",[]
1137,Qatar,QA,The Next Generation School Al Daayen Campus,The Next Generation School Al Daayen Campus,the next generation school al daayen campus,"[""369""]",[]
1138,Qatar,QA,The Next Generation School Al Wakra Campus,The Next Generation School Al Wakra Campus,the next generation school al wakra campus,"[""372""]",[]
1139,Qatar,QA,The Next Generation School Al Wakra Secondary campus,The Next Generation School Al Wakra Secondary campus,the next generation school al wakra secondary campus,"[""1735""]",[]
1140,Qatar,QA,"The Next Generation School primary and Secondary, Al Wakrah","The Next Generation School primary and Secondary, Al Wakrah",the next generation school primary and secondary al wakrah,"[""1736""]",[]
1141,Qatar,QA,The Next Generation School Wukair Primary,The Next Generation School Wukair Primary,the next generation school wukair primary,"[""1737""]",[]
1142,Qatar,QA,The Student Reach,The Student Reach,the student reach,"[""375""]",[]
1143,USA,US,The University of Alabama at Birmingham Muslim Students Association,The University of Alabama at Birmingham Muslim Students Association,the university of alabama at birmingham muslim students association,"[""781""]",[]
1144,USA,US,The University of Texas at Tyler,The University of Texas at Tyler,the university of texas at tyler,"[""1738""]",[]
1145,USA,US,TheG3nerations,TheG3nerations,theg3nerations,"[""1739""]",[]
1146,USA,US,Timeless Topia,Timeless Topia,timeless topia,"[""1046""]",[]
1147,USA,US,TJ Muslim Student Association,TJ Muslim Student Association,tj muslim student association,"[""999""]",[]
1148,USA,US,TJHSST MSA,TJHSST MSA,tjhsst msa,"[""1061""]",[]
1149,USA,US,TMC USF,TMC USF,tmc usf,"[""1740""]",[]
1150,Germany,DE,Tolga Bakir - Abnehmcoaching,Tolga Bakir - Abnehmcoaching,tolga bakir abnehmcoaching,"[""245""]",[]
1151,Canada,CA,Tommy Douglas Collegiate MSA,Tommy Douglas Collegiate MSA,tommy douglas collegiate msa,"[""1741""]",[]
1152,Canada,CA,Toronto Metropolitan University IR,Toronto Metropolitan University IR,toronto metropolitan university ir,"[""1742""]",[]
1153,Canada,CA,Toronto Metropolitan University Muslim Students' Association,Toronto Metropolitan University Muslim Students' Association,toronto metropolitan university muslim students association,"[""7""]",[]
1154,USA,US,Townsend Harris High School,Townsend Harris High School,townsend harris high school,"[""1743""]",[]
1155,Canada,CA,Trent Arab Student Association,Trent Arab Student Association,trent arab student association,"[""1744""]",[]
1156,Canada,CA,Trent Muslim Students Association,Trent Muslim Students Association,trent muslim students association,"[""1745""]",[]
1157,Canada,CA,Trent University - IR x MSA x ASA x SAA,Trent University - IR x MSA x ASA x SAA,trent university ir x msa x asa x saa,"[""93""]",[]
1158,USA,US,Trincoll MSA,Trincoll MSA,trincoll msa,"[""1746""]",[]
1159,USA,US,Trinity College,Trinity College,trinity college,"[""783""]",[]
1160,Ireland,IE,Trinity College Dublin MSA,Trinity College Dublin MSA,trinity college dublin msa,"[""288""]",[]
1161,Germany,DE,TSG Bonn e.V,TSG Bonn e.V,tsg bonn e v,"[""266""]",[]
1162,USA,US,TTU Muslim Student Association,TTU Muslim Student Association,ttu muslim student association,"[""1334""]",[]
1163,Ireland,IE,TU Dublin Blanchardstown,TU Dublin Blanchardstown,tu dublin blanchardstown,"[""1748""]",[]
1164,USA,US,Tufts University,Tufts University,tufts university,"[""1749""]",[]
1165,USA,US,Tufts University MSA,Tufts University MSA,tufts university msa,"[""1749""]",[]
1166,USA,US,Tulane University Muslim Students Association,Tulane University Muslim Students Association,tulane university muslim students association,"[""939""]",[]
1167,Ireland,IE,Tus isoc midlands,Tus isoc midlands,tus isoc midlands,"[""285""]",[]
1168,USA,US,TWU Denton MSA,TWU Denton MSA,twu denton msa,"[""1256""]",[]
1169,USA,US,TYWLS Tahmina MSA,TYWLS Tahmina MSA,tywls tahmina msa,"[""998""]",[]
1170,USA,US,UAlbany MSA,UAlbany MSA,ualbany msa,"[""1750""]",[]
1171,USA,US,UC Berkeley MSA,UC Berkeley MSA,uc berkeley msa,"[""1751""]",[]
1172,Canada,CA,UCalgary Egyptian Student Association,UCalgary Egyptian Student Association,ucalgary egyptian student association,"[""37""]",[]
1173,USA,US,UCB MSA,UCB MSA,ucb msa,"[""1054""]",[]
1174,USA,US,UCC Islamic society,UCC Islamic society,ucc islamic society,"[""1752""]",[]
1175,Ireland,IE,UCC Pakistani Society,UCC Pakistani Society,ucc pakistani society,"[""295""]",[]
1176,USA,US,UCF,UCF,ucf,"[""1753""]",[]
1177,USA,US,UCLA MSA,UCLA MSA,ucla msa,"[""995""]",[]
1178,UK,GB,Uclan,Uclan,uclan,"[""1754""]",[]
1179,USA,US,UCO Muslim Student Association,UCO Muslim Student Association,uco muslim student association,"[""1755""]",[]
1180,USA,US,UConn Hartford MSA,UConn Hartford MSA,uconn hartford msa,"[""991""]",[]
1181,USA,US,UConn MSA,UConn MSA,uconn msa,"[""1756""]",[]
1182,USA,US,UConn Storrs,UConn Storrs,uconn storrs,"[""891""]",[]
1183,USA,US,UCSB MSA,UCSB MSA,ucsb msa,"[""1244""]",[]
1184,Qatar,QA,UDST,UDST,udst,"[""1757""]",[]
1185,UK,GB,UEA Pakistan Society,UEA Pakistan Society,uea pakistan society,"[""594""]",[]
1186,USA,US,UH MSA,UH MSA,uh msa,"[""806""]",[]
1187,USA,US,UHCL MSA,UHCL MSA,uhcl msa,"[""883""]",[]
1188,USA,US,UHMSA,UHMSA,uhmsa,"[""1758""]",[]
1189,South Africa,ZA,UKZN Howard College,UKZN Howard College,ukzn howard college,"[""1759""]",[]
1190,Qatar,QA,Ulster University - Doha,Ulster University - Doha,ulster university doha,"[""350""]",[]
1191,UK,GB,Ulster University - Ireland,Ulster University - Ireland,ulster university ireland,"[""632""]",[]
1192,USA,US,UMA Hub,UMA Hub,uma hub,"[""1760""]",[]
1193,Germany,DE,UMA Hub GmbH,UMA Hub GmbH,uma hub gmbh,"[""230""]",[]
1194,USA,US,UMA Hub GmbH,UMA Hub GmbH,uma hub gmbh,"[""1147""]",[]
1195,USA,US,UMass Amherst MSA,UMass Amherst MSA,umass amherst msa,"[""1761""]",[]
1196,USA,US,UMass Boston MSA,UMass Boston MSA,umass boston msa,"[""936""]",[]
1197,USA,US,UMass Lowell MSA,UMass Lowell MSA,umass lowell msa,"[""849""]",[]
1198,USA,US,UMKC,UMKC,umkc,"[""740""]",[]
1199,South Africa,ZA,Ummah Heart,Ummah Heart,ummah heart,"[""462""]",[]
1200,USA,US,UNC Charlotte Muslim Student Association,UNC Charlotte Muslim Student Association,unc charlotte muslim student association,"[""1764""]",[]
1201,USA,US,UNC Charlotte Pakistani Student Association,UNC Charlotte Pakistani Student Association,unc charlotte pakistani student association,"[""746""]",[]
1202,USA,US,UNC Greensboro Muslim Students Association,UNC Greensboro Muslim Students Association,unc greensboro muslim students association,"[""900""]",[]
1203,USA,US,UNC MSA,UNC MSA,unc msa,"[""715""]",[]
1204,USA,US,UNC-Charlotte UMR,UNC-Charlotte UMR,unc charlotte umr,"[""1765""]",[]
1205,Canada,CA,Undergraduate Neuroscience Society,Undergraduate Neuroscience Society,undergraduate neuroscience society,"[""1766""]",[]
1206,USA,US,Unf MSA,Unf MSA,unf msa,"[""1767""]",[]
1207,Malaysia,MY,Uni Charity Society,Uni Charity Society,uni charity society,"[""1768""]",[]
1208,USA,US,Union College,Union College,union college,"[""1769""]",[]
1209,USA,US,Union College,Union College,union college,"[""764""]",[]
1210,Malaysia,MY,Unite Squad,Unite Squad,unite squad,"[""326""]",[]
1211,USA,US,United Mission for Relief and Development,United Mission for Relief and Development,united mission for relief and development,"[""1770""]",[]
1212,USA,US,United Muslim Relief at the University of North Carolina at Charlotte,United Muslim Relief at the University of North Carolina at Charlotte,united muslim relief at the university of north carolina at charlotte,"[""710""]",[]
1213,Germany,DE,United Ummah,United Ummah,united ummah,"[""1335""]",[]
1214,South Africa,ZA,United Youth Alliance,United Youth Alliance,united youth alliance,"[""1771""]",[]
1215,Germany,DE,Unity Stuttgart,Unity Stuttgart,unity stuttgart,"[""1139""]",[]
1216,Germany,DE,Unitysquad,Unitysquad,unitysquad,"[""1336""]",[]
1217,Canada,CA,Univeristy of Manitoba Muslim Student Association,Univeristy of Manitoba Muslim Student Association,univeristy of manitoba muslim student association,"[""119""]",[]
1218,Canada,CA,Universirty of Toronto- Scarborough- Bangladeshi Student's Association (BSA),Universirty of Toronto- Scarborough- Bangladeshi Student's Association (BSA),universirty of toronto scarborough bangladeshi student s association bsa,"[""120""]",[]
1219,USA,US,Universiry of Albany MsA,Universiry of Albany MsA,universiry of albany msa,"[""690""]",[]
1220,Germany,DE,Universität Siegen,Universität Siegen,universit t siegen,"[""250""]",[]
1221,Canada,CA,Université de Montréal,Université de Montréal,universit de montr al,"[""168""]",[]
1222,Malaysia,MY,Universiti Malaysia Sarawak,Universiti Malaysia Sarawak,universiti malaysia sarawak,"[""1772""]",[]
1223,Malaysia,MY,UNIVERSITI SAINS ISLAM MALAYSIA,UNIVERSITI SAINS ISLAM MALAYSIA,universiti sains islam malaysia,"[""320""]",[]
1224,Malaysia,MY,"UNIVERSITI TEKNOLOGI MARA (UiTM), MELAKA","UNIVERSITI TEKNOLOGI MARA (UiTM), MELAKA",universiti teknologi mara uitm melaka,"[""1773""]",[]
1225,Malaysia,MY,UNIVERSITI TEKNOLOGI MARA CAWANGAN KEDAH,UNIVERSITI TEKNOLOGI MARA CAWANGAN KEDAH,universiti teknologi mara cawangan kedah,"[""318""]",[]
1226,USA,US,Universities of Missouri-Columbia,Universities of Missouri-Columbia,universities of missouri columbia,"[""836""]",[]
1227,USA,US,University at Buffalo,University at Buffalo,university at buffalo,"[""1774""]",[]
1228,UK,GB,University College Birmingham,University College Birmingham,university college birmingham,"[""494""]",[]
1229,Ireland,IE,University College Cork,University College Cork,university college cork,"[""1775""]",[]
1230,Ireland,IE,University College Cork Bangladeshi,University College Cork Bangladeshi,university college cork bangladeshi,"[""294""]",[]
1231,Ireland,IE,University College Cork ISOC,University College Cork ISOC,university college cork isoc,"[""291""]",[]
1232,Ireland,IE,University College Dublin,University College Dublin,university college dublin,"[""287""]",[]
1233,UK,GB,University College London,University College London,university college london,"[""1777""]",[]
1234,UK,GB,University College London (UCL) Islamic Society,University College London (UCL) Islamic Society,university college london ucl islamic society,"[""1777""]",[]
1235,Qatar,QA,University Foundation College - Qatar,University Foundation College - Qatar,university foundation college qatar,"[""1778""]",[]
1236,UK,GB,University of Aberdeen,University of Aberdeen,university of aberdeen,"[""1188""]",[]
1237,USA,US,University of Alabama in Huntsville,University of Alabama in Huntsville,university of alabama in huntsville,"[""966""]",[]
1238,Canada,CA,University of Alberta,University of Alberta,university of alberta,"[""1779""]",[]
1239,UK,GB,University of Bath,University of Bath,university of bath,"[""515""]",[]
1240,UK,GB,University of Bradford Islamic Society,University of Bradford Islamic Society,university of bradford islamic society,"[""512""]",[]
1241,UK,GB,University of Bristol Somali Society,University of Bristol Somali Society,university of bristol somali society,"[""568""]",[]
1242,Canada,CA,University of British Columbia,University of British Columbia,university of british columbia,"[""1780""]",[]
1243,Canada,CA,University of British Columbia Islamic Relief,University of British Columbia Islamic Relief,university of british columbia islamic relief,"[""59""]",[]
1244,UK,GB,University of Buckingham,University of Buckingham,university of buckingham,"[""544""]",[]
1245,Qatar,QA,University of Calgary in Qatar,University of Calgary in Qatar,university of calgary in qatar,"[""1170""]",[]
1246,USA,US,University of California San Diego (UCSD),University of California San Diego (UCSD),university of california san diego ucsd,"[""1781""]",[]
1247,UK,GB,University of Cambridge,University of Cambridge,university of cambridge,"[""1184""]",[]
1248,USA,US,University of Central Florida,University of Central Florida,university of central florida,"[""894""]",[]
1249,UK,GB,University Of Chester ISOC,University Of Chester ISOC,university of chester isoc,"[""633""]",[]
1250,USA,US,University of Chicago,University of Chicago,university of chicago,"[""1253""]",[]
1251,USA,US,University of Cincinnati,University of Cincinnati,university of cincinnati,"[""754""]",[]
1252,USA,US,University of Colorado Denver,University of Colorado Denver,university of colorado denver,"[""695""]",[]
